player,best_over_odds,best_under_odds,best_point,game 1,game 2,game 3,game 4,game 5,game 6,game 7,game 8,game 9,game 10,average,projection,recent_form,edge,Category,AI_Projection,AI_Edge
Zach LaVine,-115.0,-115.0,4.5,7.0,4.0,4.0,3.0,6.0,8.0,3.0,5.0,2.0,3.0,4.5,4.5,-75.16666666666667,0.0,Unknown,4.5005,0.0004999999999997229
A.J. Lawson,130.0,-165.0,1.5,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.44,0.97,-11.166666666666666,-1.06,Unknown,1.1490000000000002,-0.35099999999999976
Aaron Nesmith,-115.0,-115.0,1.5,2.0,2.0,0.0,1.0,2.0,3.0,0.0,1.0,1.0,1.0,1.3,1.4,-76.16666666666667,-0.1999999999999999,Unknown,1.3485000000000023,-0.15149999999999775
Aaron Wiggins,110.0,-145.0,1.5,1.0,3.0,3.0,2.0,2.0,2.0,3.0,0.0,0.0,5.0,2.1,1.8,-11.166666666666666,0.6000000000000001,Unknown,1.8015000000000017,0.30150000000000166
Al Horford,105.0,-135.0,2.5,4.0,4.0,0.0,2.0,2.0,1.0,1.0,3.0,0.0,1.0,1.8,2.15,-9.166666666666666,-0.7,Unknown,2.1800000000000024,-0.3199999999999976
Alex Caruso,-130.0,-104.0,2.5,2.0,1.0,1.0,2.0,3.0,4.0,2.0,6.0,2.0,5.0,2.8,2.65,-77.16666666666667,0.2999999999999998,Unknown,2.661499999999997,0.1614999999999971
Alperen Sengun,-167.0,124.0,5.5,6.0,8.0,7.0,5.0,3.0,3.0,7.0,2.0,4.0,5.0,5.0,5.25,-12.5,-0.5,Unknown,5.247000000000001,-0.2529999999999992
Andrew Nembhard,100.0,-130.0,7.5,12.0,10.0,6.0,4.0,11.0,3.0,5.0,1.0,4.0,4.0,6.0,6.75,-7.5,-1.5,Unknown,6.3572000000000015,-1.1427999999999985
Andrew Wiggins,-102.0,-130.0,2.5,1.0,6.0,1.0,4.0,1.0,3.0,5.0,2.0,6.0,2.0,3.1,2.8,-76.5,0.6000000000000001,Unknown,2.802000000000004,0.30200000000000404
Anfernee Simons,-155.0,100.0,4.5,1.0,5.0,6.0,3.0,2.0,6.0,5.0,6.0,4.0,7.0,4.5,4.5,-16.833333333333332,0.0,Unknown,4.5,0.0
Bam Adebayo,-130.0,100.0,3.5,2.0,4.0,5.0,5.0,4.0,7.0,3.0,1.0,1.0,1.0,3.3,3.4,-8.833333333333334,-0.2000000000000001,Unknown,3.376999999999999,-0.12300000000000111
Bilal Coulibaly,-125.0,-105.0,3.5,4.0,0.0,0.0,3.0,3.0,2.0,6.0,4.0,8.0,4.0,3.4,3.45,-75.5,-0.1,Unknown,3.4664999999999964,-0.03350000000000364
Bismack Biyombo,-210.0,155.0,0.5,0.0,1.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,1.2,0.85,-18.166666666666668,0.7,Unknown,0.9340000000000005,0.4340000000000005
Bol Bol,-140.0,105.0,0.5,1.0,1.0,0.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.75,-11.5,0.5,Unknown,0.7829,0.28290000000000004
Bradley Beal,-135.0,100.0,4.5,6.0,9.0,2.0,3.0,11.0,1.0,4.0,6.0,6.0,3.0,5.1,4.8,-10.166666666666666,0.5999999999999996,Unknown,4.837500000000005,0.3375000000000048
Cameron Johnson,-180.0,120.0,2.5,4.0,4.0,0.0,4.0,7.0,1.0,4.0,2.0,3.0,3.0,3.2,2.85,-19.166666666666668,0.7000000000000002,Unknown,2.910500000000001,0.4105000000000012
Cameron Payne,-160.0,120.0,2.5,3.0,1.0,4.0,3.0,3.0,2.0,0.0,4.0,5.0,4.0,2.9,2.7,-12.5,0.3999999999999999,Unknown,2.707499999999996,0.20749999999999602
Carlton Carrington,-160.0,108.0,4.5,3.0,9.0,7.0,4.0,4.0,2.0,4.0,2.0,5.0,5.0,4.5,4.5,-15.833333333333334,0.0,Unknown,4.4995,-0.0004999999999997229
Cason Wallace,130.0,-175.0,2.5,1.0,1.0,4.0,4.0,4.0,2.0,1.0,2.0,5.0,0.0,2.4,2.45,-14.166666666666666,-0.1,Unknown,2.450499999999996,-0.049500000000004096
Chris Paul,-143.0,100.0,6.5,7.0,6.0,7.0,6.0,8.0,4.0,10.0,7.0,2.0,10.0,6.7,6.6,-12.166666666666666,0.2000000000000001,Unknown,6.627500000000007,0.1275000000000066
Coby White,-115.0,-115.0,4.5,3.0,1.0,7.0,1.0,3.0,3.0,6.0,8.0,6.0,3.0,4.1,4.3,-75.16666666666667,-0.4000000000000003,Unknown,4.302500000000006,-0.19749999999999357
Cole Anthony,120.0,-160.0,3.5,9.0,3.0,1.0,4.0,4.0,1.0,7.0,3.0,1.0,4.0,3.7,3.6,-12.166666666666666,0.2000000000000001,Unknown,3.547500000000001,0.04750000000000121
Corey Kispert,-150.0,115.0,1.5,1.0,3.0,0.0,4.0,1.0,3.0,1.0,2.0,0.0,2.0,1.7,1.6,-11.166666666666666,0.1999999999999999,Unknown,1.599699999999998,0.0996999999999979
D'Angelo Russell,-130.0,100.0,5.5,7.0,4.0,4.0,5.0,4.0,4.0,1.0,2.0,5.0,3.0,3.9,4.7,-8.166666666666666,-1.6,Unknown,4.597999999999997,-0.9020000000000028
Davion Mitchell,-105.0,-125.0,5.5,8.0,10.0,7.0,5.0,8.0,6.0,2.0,5.0,1.0,4.0,5.6,5.55,-74.83333333333333,0.0999999999999996,Unknown,5.542500000000003,0.04250000000000309
De'Aaron Fox,-145.0,114.0,5.5,3.0,8.0,7.0,4.0,7.0,3.0,9.0,5.0,5.0,7.0,5.8,5.65,-8.5,0.2999999999999998,Unknown,5.6719999999999935,0.1719999999999935
DeMar DeRozan,-130.0,100.0,5.5,10.0,7.0,5.0,4.0,6.0,8.0,3.0,6.0,5.0,6.0,6.0,5.75,-8.166666666666666,0.5,Unknown,5.747999999999999,0.24799999999999933
Deni Avdija,-148.0,100.0,3.5,2.0,4.0,10.0,1.0,5.0,4.0,5.0,1.0,8.0,4.0,4.4,3.95,-14.833333333333334,0.9000000000000004,Unknown,3.9464999999999937,0.4464999999999937
Derrick White,-110.0,-120.0,4.5,7.0,6.0,2.0,2.0,5.0,3.0,5.0,7.0,2.0,9.0,4.8,4.65,-75.16666666666667,0.2999999999999998,Unknown,4.655999999999994,0.15599999999999437
Desmond Bane,-138.0,104.0,5.5,8.0,6.0,1.0,10.0,4.0,9.0,8.0,2.0,7.0,4.0,5.9,5.7,-9.5,0.4000000000000003,Unknown,5.698499999999997,0.19849999999999657
Devin Booker,-115.0,-114.0,7.5,6.0,7.0,8.0,5.0,9.0,9.0,10.0,8.0,8.0,8.0,7.8,7.65,-73.83333333333333,0.2999999999999998,Unknown,7.599499999999993,0.09949999999999282
Devin Vassell,-110.0,-120.0,2.5,2.0,3.0,5.0,5.0,3.0,3.0,3.0,1.0,0.0,0.0,2.5,2.5,-75.83333333333333,0.0,Unknown,2.4964999999999997,-0.0035000000000002807
Dillon Brooks,-150.0,110.0,1.5,3.0,1.0,2.0,0.0,1.0,4.0,5.0,2.0,1.0,3.0,2.2,1.85,-12.833333333333334,0.7000000000000002,Unknown,1.846499999999998,0.34649999999999803
Donovan Clingan,135.0,-185.0,1.5,3.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,0.0,0.0,1.6,1.55,-16.166666666666668,0.1,Unknown,1.548,0.04800000000000004
Draymond Green,-129.0,-104.0,6.5,7.0,10.0,8.0,7.0,8.0,4.0,6.0,6.0,9.0,8.0,7.3,6.9,-75.5,0.7999999999999998,Unknown,6.884499999999994,0.38449999999999385
Duncan Robinson,-115.0,-115.0,2.5,4.0,1.0,2.0,1.0,5.0,5.0,6.0,2.0,0.0,0.0,2.6,2.55,-75.83333333333333,0.1,Unknown,2.5320000000000022,0.03200000000000225
Dyson Daniels,-110.0,-119.0,4.5,4.0,5.0,6.0,7.0,3.0,5.0,2.0,6.0,4.0,4.0,4.6,4.55,-74.83333333333333,0.0999999999999996,Unknown,4.538000000000006,0.038000000000005585
Franz Wagner,-160.0,114.0,3.5,5.0,6.0,1.0,1.0,4.0,4.0,5.0,3.0,5.0,2.0,3.6,3.55,-14.166666666666666,0.1,Unknown,3.5515000000000048,0.051500000000004764
Fred VanVleet,110.0,-145.0,5.5,5.0,2.0,5.0,6.0,7.0,6.0,5.0,2.0,3.0,8.0,4.9,5.2,-9.833333333333334,-0.5999999999999996,Unknown,5.189999999999997,-0.31000000000000316
Harrison Barnes,140.0,-190.0,1.5,1.0,0.0,3.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,1.6,1.55,-16.166666666666668,0.1,Unknown,1.548,0.04800000000000004
Immanuel Quickley,100.0,-130.0,5.5,5.0,4.0,4.0,5.0,6.0,7.0,8.0,3.0,3.0,5.0,5.0,5.25,-8.166666666666666,-0.5,Unknown,5.246,-0.25399999999999956
Isaiah Collier,-112.0,-120.0,7.5,10.0,6.0,6.0,2.0,8.0,14.0,7.0,4.0,10.0,12.0,7.9,7.7,-74.83333333333333,0.4000000000000003,Unknown,7.6695,0.1695000000000002
Isaiah Hartenstein,-117.0,-114.0,3.5,1.0,2.0,6.0,6.0,6.0,3.0,2.0,5.0,4.0,1.0,3.6,3.55,-75.83333333333333,0.1,Unknown,3.545500000000006,0.04550000000000587
Isaiah Joe,-200.0,150.0,0.5,2.0,6.0,1.0,0.0,0.0,2.0,2.0,2.0,3.0,1.0,1.9,1.2,-16.5,1.4,Unknown,1.2610000000000017,0.7610000000000017
Ja Morant,-135.0,105.0,7.5,6.0,8.0,6.0,7.0,8.0,10.0,5.0,6.0,6.0,7.0,6.9,7.2,-7.5,-0.5999999999999996,Unknown,7.121400000000005,-0.37859999999999516
Jalen Green,-167.0,114.0,4.5,3.0,8.0,2.0,4.0,2.0,4.0,3.0,10.0,4.0,1.0,4.1,4.3,-16.166666666666668,-0.4000000000000003,Unknown,4.300000000000006,-0.19999999999999396
Jalen Williams,-140.0,101.0,5.5,8.0,9.0,3.0,7.0,8.0,4.0,6.0,9.0,4.0,5.0,6.3,5.9,-11.166666666666666,0.7999999999999998,Unknown,5.888499999999996,0.38849999999999607
Jamal Shead,-162.0,120.0,4.5,9.0,5.0,5.0,4.0,2.0,4.0,6.0,2.0,5.0,2.0,4.4,4.45,-12.5,-0.0999999999999996,Unknown,4.427499999999994,-0.072500000000006
Jaylen Brown,-143.0,-104.0,4.5,2.0,8.0,8.0,2.0,4.0,2.0,6.0,5.0,2.0,6.0,4.5,4.5,-80.83333333333333,0.0,Unknown,4.4975,-0.002500000000000391
Jaylen Wells,105.0,-140.0,1.5,2.0,1.0,1.0,6.0,3.0,2.0,2.0,0.0,1.0,0.0,1.8,1.65,-11.166666666666666,0.3,Unknown,1.6427000000000018,0.14270000000000183
Jayson Tatum,-130.0,100.0,6.5,8.0,2.0,7.0,9.0,3.0,11.0,9.0,10.0,7.0,2.0,6.8,6.65,-7.833333333333333,0.2999999999999998,Unknown,6.722499999999994,0.22249999999999392
Jimmy Butler,-145.0,100.0,5.5,5.0,6.0,4.0,4.0,7.0,5.0,5.0,7.0,4.0,7.0,5.4,5.45,-13.166666666666666,-0.0999999999999996,Unknown,5.451999999999995,-0.04800000000000537
Jonas Valanciunas,100.0,-135.0,3.5,7.0,6.0,6.0,3.0,1.0,2.0,1.0,1.0,2.0,0.0,2.9,3.2,-10.5,-0.6000000000000001,Unknown,3.210999999999994,-0.2890000000000059
Jordan Poole,-160.0,100.0,4.5,5.0,3.0,2.0,4.0,5.0,5.0,4.0,6.0,5.0,8.0,4.7,4.6,-18.5,0.2000000000000001,Unknown,4.606,0.10599999999999987
Josh Giddey,-122.0,-108.0,7.5,12.0,9.0,7.0,12.0,12.0,6.0,10.0,4.0,3.0,4.0,7.9,7.7,-74.16666666666667,0.4000000000000003,Unknown,7.649499999999994,0.14949999999999442
Josh Green,-110.0,-125.0,1.5,5.0,1.0,0.0,5.0,2.0,3.0,1.0,2.0,2.0,1.0,2.2,1.85,-77.83333333333333,0.7000000000000002,Unknown,1.8429999999999978,0.34299999999999775
Josh Hart,-145.0,114.0,6.5,6.0,2.0,3.0,3.0,6.0,4.0,9.0,6.0,5.0,3.0,4.7,5.6,-8.166666666666666,-1.7999999999999998,Unknown,5.796200000000008,-0.7037999999999922
Jrue Holiday,-167.0,128.0,3.5,1.0,6.0,2.0,2.0,1.0,5.0,5.0,3.0,3.0,4.0,3.2,3.35,-11.833333333333334,-0.2999999999999998,Unknown,3.3450000000000015,-0.15499999999999847
Karl-Anthony Towns,-125.0,-107.0,2.5,2.0,1.0,0.0,2.0,0.0,4.0,2.0,3.0,5.0,1.0,2.0,2.25,-76.5,-0.5,Unknown,2.233000000000001,-0.266999999999999
Keegan Murray,140.0,-190.0,1.5,2.0,1.0,0.0,3.0,2.0,2.0,0.0,0.0,3.0,5.0,1.8,1.65,-16.166666666666668,0.3,Unknown,1.647500000000002,0.14750000000000196
Kel'el Ware,-235.0,175.0,0.5,0.0,0.0,0.0,2.0,3.0,4.0,1.0,1.0,0.0,2.0,1.3,0.9,-19.833333333333332,0.8,Unknown,0.9380000000000009,0.43800000000000094
Kentavious Caldwell-Pope,175.0,-235.0,1.5,1.0,2.0,3.0,1.0,1.0,2.0,1.0,3.0,0.0,0.0,1.4,1.45,-19.5,-0.1,Unknown,1.3787000000000018,-0.12129999999999819
Keon Johnson,-105.0,-123.0,2.5,2.0,2.0,1.0,2.0,0.0,4.0,5.0,4.0,1.0,3.0,2.4,2.45,-75.16666666666667,-0.1,Unknown,2.4549999999999965,-0.04500000000000348
Kevin Durant,-106.0,-127.0,4.5,8.0,5.0,4.0,4.0,6.0,2.0,7.0,4.0,5.0,2.0,4.7,4.6,-76.16666666666667,0.2000000000000001,Unknown,4.6090000000000035,0.10900000000000354
Keyonte George,104.0,-135.0,5.5,3.0,8.0,3.0,6.0,9.0,5.0,5.0,6.0,6.0,9.0,6.0,5.75,-8.5,0.5,Unknown,5.7475,0.2474999999999996
Kyshawn George,-155.0,115.0,2.5,3.0,2.0,5.0,8.0,2.0,5.0,3.0,5.0,1.0,3.0,3.7,3.1,-12.5,1.2000000000000002,Unknown,3.2745000000000006,0.7745000000000006
LaMelo Ball,-118.0,-110.0,6.5,7.0,6.0,7.0,3.0,9.0,2.0,6.0,3.0,10.0,1.0,5.4,5.95,-73.83333333333333,-1.0999999999999996,Unknown,5.984,-0.516
Luguentz Dort,-120.0,-110.0,1.5,3.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,1.7,1.6,-76.16666666666667,0.1999999999999999,Unknown,1.598499999999998,0.09849999999999803
Luka Doncic,-145.0,102.0,8.5,3.0,12.0,15.0,9.0,5.0,5.0,12.0,7.0,8.0,4.0,8.0,8.25,-11.5,-0.5,Unknown,8.209499999999997,-0.2905000000000033
Malik Monk,-150.0,110.0,5.5,8.0,4.0,6.0,10.0,4.0,9.0,4.0,8.0,7.0,4.0,6.4,5.95,-11.5,0.9000000000000004,Unknown,5.890499999999995,0.39049999999999496
Mark Williams,-188.0,145.0,2.5,2.0,1.0,3.0,3.0,0.0,0.0,2.0,2.0,2.0,3.0,1.8,2.15,-13.5,-0.7,Unknown,2.173500000000003,-0.3264999999999971
Matas Buzelis,-145.0,105.0,1.5,1.0,2.0,3.0,3.0,3.0,2.0,5.0,1.0,1.0,1.0,2.2,1.85,-12.833333333333334,0.7000000000000002,Unknown,1.846499999999998,0.34649999999999803
Max Christie,-177.0,132.0,3.5,2.0,3.0,1.0,4.0,3.0,4.0,6.0,2.0,2.0,5.0,3.2,3.35,-13.833333333333334,-0.2999999999999998,Unknown,3.3430000000000013,-0.1569999999999987
Mikal Bridges,-115.0,-115.0,4.5,5.0,3.0,4.0,8.0,3.0,3.0,1.0,5.0,5.0,4.0,4.1,4.3,-75.16666666666667,-0.4000000000000003,Unknown,4.302500000000006,-0.19749999999999357
Miles Bridges,105.0,-135.0,3.5,5.0,2.0,5.0,3.0,7.0,6.0,2.0,1.0,3.0,7.0,4.1,3.8,-8.833333333333334,0.5999999999999996,Unknown,3.8075000000000063,0.3075000000000063
Miles McBride,125.0,-160.0,4.5,6.0,2.0,5.0,2.0,3.0,1.0,2.0,0.0,3.0,1.0,2.5,3.5,-10.166666666666666,-2.0,Unknown,3.3011500000000003,-1.1988499999999997
Moses Moody,-118.0,-110.0,1.5,3.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,1.4,1.45,-75.5,-0.1,Unknown,1.4050000000000022,-0.09499999999999775
Mouhamed Gueye,-165.0,125.0,0.5,2.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,0.9,0.7,-13.166666666666666,0.4,Unknown,0.7042000000000003,0.20420000000000027
Myles Turner,-152.0,115.0,1.5,2.0,1.0,1.0,2.0,3.0,2.0,2.0,4.0,2.0,0.0,1.9,1.7,-11.833333333333334,0.3999999999999999,Unknown,1.68,0.17999999999999994
Nick Richards,-120.0,-110.0,0.5,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.6,0.55,-76.5,0.0999999999999999,Unknown,0.6603999999999993,0.16039999999999932
Nikola Jokic,-148.0,105.0,9.5,9.0,22.0,6.0,9.0,15.0,10.0,19.0,10.0,9.0,10.0,11.9,10.7,-11.166666666666666,2.4000000000000004,Unknown,11.001000000000012,1.5010000000000119
Nikola Vucevic,-140.0,100.0,2.5,1.0,1.0,5.0,1.0,1.0,4.0,2.0,10.0,3.0,2.0,3.0,2.75,-12.5,0.5,Unknown,2.7475,0.24750000000000005
OG Anunoby,-135.0,100.0,2.5,1.0,1.0,3.0,5.0,3.0,3.0,2.0,0.0,1.0,1.0,2.0,2.25,-10.833333333333334,-0.5,Unknown,2.2220000000000013,-0.2779999999999987
Onyeka Okongwu,-105.0,-125.0,2.5,2.0,2.0,2.0,2.0,2.0,3.0,3.0,6.0,3.0,5.0,3.0,2.75,-75.83333333333333,0.5,Unknown,2.741,0.2410000000000001
Orlando Robinson,128.0,-167.0,2.5,1.0,2.0,2.0,0.0,3.0,1.0,1.0,2.0,4.0,2.0,1.8,2.15,-12.166666666666666,-0.7,Unknown,2.1755000000000027,-0.32449999999999735
P.J. Washington,-196.0,149.0,1.5,0.0,5.0,3.0,3.0,1.0,1.0,8.0,3.0,3.0,3.0,3.0,2.25,-15.166666666666666,1.5,Unknown,2.086499999999999,0.5864999999999991
Paolo Banchero,-125.0,-105.0,4.5,2.0,3.0,8.0,5.0,5.0,4.0,5.0,2.0,5.0,6.0,4.5,4.5,-75.16666666666667,0.0,Unknown,4.5005,0.0004999999999997229
Pascal Siakam,-165.0,-105.0,2.5,3.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,5.0,2.7,2.6,-89.16666666666667,0.2000000000000001,Unknown,2.5814999999999975,0.08149999999999746
Precious Achiuwa,-200.0,145.0,0.5,2.0,0.0,0.0,2.0,3.0,1.0,0.0,1.0,2.0,2.0,1.3,0.9,-18.166666666666668,0.8,Unknown,0.9430000000000007,0.4430000000000007
Scottie Barnes,-165.0,105.0,4.5,4.0,6.0,5.0,4.0,6.0,6.0,4.0,3.0,7.0,3.0,4.8,4.65,-18.5,0.2999999999999998,Unknown,4.653999999999993,0.1539999999999928
Shai Gilgeous-Alexander,-130.0,-102.0,6.5,5.0,8.0,7.0,8.0,5.0,5.0,8.0,8.0,8.0,9.0,7.1,6.8,-75.16666666666667,0.5999999999999996,Unknown,6.8224999999999945,0.32249999999999446
Stephen Curry,-105.0,-127.0,6.5,4.0,4.0,9.0,10.0,13.0,3.0,6.0,7.0,6.0,3.0,6.5,6.5,-75.16666666666667,0.0,Unknown,6.5115,0.011499999999999844
Tari Eason,-110.0,-118.0,1.5,1.0,4.0,4.0,2.0,1.0,1.0,4.0,1.0,2.0,1.0,2.1,1.8,-75.5,0.6000000000000001,Unknown,1.8005000000000013,0.3005000000000013
Toumani Camara,-160.0,125.0,1.5,5.0,2.0,2.0,1.0,2.0,4.0,2.0,3.0,6.0,3.0,3.0,2.25,-11.166666666666666,1.5,Unknown,2.0834999999999995,0.5834999999999995
Trae Young,-143.0,102.0,12.5,8.0,16.0,13.0,15.0,12.0,8.0,14.0,13.0,6.0,19.0,12.4,12.45,-9.5,-0.0999999999999996,Unknown,12.348499999999992,-0.15150000000000752
Tre Jones,-118.0,-113.0,5.5,5.0,4.0,7.0,6.0,2.0,2.0,5.0,3.0,0.0,2.0,3.6,4.55,-75.16666666666667,-1.9,Unknown,4.417500000000004,-1.082499999999996
Tyler Herro,-125.0,-105.0,6.5,6.0,7.0,6.0,7.0,7.0,10.0,3.0,11.0,7.0,3.0,6.7,6.6,-74.5,0.2000000000000001,Unknown,6.612500000000008,0.11250000000000782
Tyrese Haliburton,-130.0,100.0,10.5,15.0,12.0,10.0,11.0,15.0,12.0,9.0,7.0,8.0,9.0,10.8,10.65,-6.5,0.3000000000000007,Unknown,10.509999999999993,0.009999999999992681
Tyrese Maxey,-120.0,-110.0,5.5,6.0,11.0,5.0,2.0,5.0,7.0,3.0,5.0,7.0,5.0,5.6,5.55,-74.83333333333333,0.0999999999999996,Unknown,5.542500000000003,0.04250000000000309
Walker Kessler,130.0,-175.0,1.5,0.0,1.0,1.0,5.0,3.0,1.0,1.0,2.0,4.0,2.0,2.0,1.75,-14.5,0.5,Unknown,1.7625,0.26249999999999996
Zaccharie Risacher,135.0,-185.0,1.5,0.0,2.0,0.0,0.0,2.0,3.0,1.0,3.0,1.0,1.0,1.3,1.4,-16.166666666666668,-0.1999999999999999,Unknown,1.331700000000002,-0.1682999999999979
Zach Edey,-165.0,125.0,0.5,2.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.7,0.6,-13.166666666666666,0.1999999999999999,Unknown,0.6391000000000004,0.13910000000000045
Zach LaVine,-135.0,105.0,3.5,2.0,3.0,6.0,2.0,4.0,3.0,2.0,3.0,10.0,7.0,4.2,3.85,-8.833333333333334,0.7000000000000002,Unknown,3.8435000000000055,0.34350000000000547
A.J. Lawson,-105.0,-130.0,10.5,7.0,6.0,13.0,0.0,0.0,2.0,0.0,6.0,3.0,,4.11,7.305,-74.83333333333333,-6.39,Unknown,7.32634999999999,-3.17365000000001
Aaron Nesmith,-148.0,-103.0,13.5,14.0,21.0,16.0,27.0,7.0,12.0,17.0,19.0,13.0,8.0,15.4,14.45,-79.16666666666667,1.9000000000000004,Unknown,14.386,0.8859999999999992
Aaron Wiggins,-115.0,-114.0,12.5,4.0,30.0,16.0,8.0,17.0,13.0,24.0,19.0,15.0,12.0,15.8,14.15,-72.16666666666667,3.3000000000000007,Unknown,14.137000000000002,1.6370000000000022
Al Horford,-115.0,-115.0,10.5,14.0,12.0,19.0,5.0,9.0,4.0,11.0,6.0,16.0,5.0,10.1,10.3,-73.16666666666667,-0.4000000000000003,Unknown,10.21554999999999,-0.2844500000000103
Alex Caruso,-110.0,-120.0,6.5,8.0,17.0,0.0,10.0,5.0,5.0,11.0,8.0,2.0,12.0,7.8,7.15,-74.5,1.2999999999999998,Unknown,7.163999999999992,0.6639999999999917
